5.277959276509690767e+00,7.337077191209202986e+00
3.220191176318099924e+00,1.425022681954356774e+00
1.403440412599046461e+01,4.622037138743965379e+00
2.437436205234125097e+01,6.965872500447988891e+00
6.585567270142576923e+00,1.071393019412044190e+01
4.271135017471614503e+00,-4.109477009999045194e+00
2.584279730997144853e+01,-2.044993509011826749e+00
-4.650086472220916534e+00,1.103448111073027960e+01
6.019869566310674713e+00,1.654611825481191900e+01
4.538121523205624008e+00,-9.384769568618581914e+00
1.485740800688155439e+01,5.969700598402867264e+00
-1.054685285426760544e+00,2.838098851004822265e+01
1.218823013283252976e+01,4.665695616940738866e+00
1.257884074242009298e+01,4.254065227400239735e+00
2.095172003958222362e+01,1.037466975784072076e+01
5.936454047828373604e+00,1.124018983352280898e+01
1.783633336773535660e+01,2.747737794170578507e+00
8.301458617822617958e-01,7.375539879590568226e+00
4.078990363949489328e+00,1.406190888398027639e+01
1.763838498646502018e+01,-1.137600578000764884e+01
9.632001657984227805e+00,2.494665431154182156e-01
-2.294789795512481301e-01,1.010809156110841212e+00
2.336102677763823365e+01,2.747449987333186350e+00
1.165234257524853945e+01,-9.419817301255479336e+00
1.182840651775479657e+01,2.309535002966478512e+00
1.378480362454429020e+01,-1.735601711897867006e+01
9.506675269872250311e+00,-6.254059424353386909e+00
1.654339134023294733e+01,1.309966190254656304e+01
4.512570269207039075e+00,1.137925801489370237e+01
1.681516858849135687e+01,7.181362570650504651e+00
6.698636405431009244e+00,-5.757540407461681831e+00
-4.613165498220261895e+00,-1.507346415417702090e+00
1.355827447163193611e+01,-1.659919286635598112e+01
1.678569303003444091e+01,6.667018633706853770e+00
-1.836780115392536272e+00,7.033136060549097124e+00
1.161817009425976543e+01,-1.517416328546763893e+00
1.127680908292126460e+01,7.885147566282587839e+00
3.128863819589880357e+00,1.314605856677772344e+01
7.550146058465989185e+00,1.246527771892340475e+01
-5.448187519562464942e+00,1.660558912224076034e+00
6.247259154641079171e+00,-2.843176941730727325e+00
-7.102760480086571349e+00,1.008244812500760368e+01
1.939586114558794350e+01,1.582710542462705705e+00
-1.757642995202222558e+00,1.761986485258931978e+00
2.072748806521678944e+01,-4.882423884934646630e+00
3.482642790657652920e+00,1.175746789931048220e+01
1.828142666894240165e+01,8.871589382189928319e-01
1.758001111396467664e+01,-1.100801638358331402e+01
1.051979034183555317e+00,1.082922357079302733e+00
6.684256152702359621e+00,1.661498426416823193e+01
1.455701835408626721e+01,7.924072782888723410e+00
1.514894900790410581e+01,4.040842264960604058e-01
2.429218600644630577e+00,-1.305164967839996581e+00
7.727800101707664737e+00,2.195812343510253939e+01
3.956343892468595858e+00,-5.223851807905401934e-01
9.903741913303964139e+00,1.888359851728284511e+01
2.157554705831860886e+01,-1.148519860123775338e+01
1.054900248787578931e+01,-8.359482240904554828e+00
1.069751099391804949e+01,2.080067321922471901e+00
8.918500983554785932e+00,-8.932587013752584681e+00
1.589280242827614664e+01,3.047240552748357256e+00
1.395174737918144636e+01,7.376889547817306880e-01
6.155345498454429354e+00,3.407356607674737248e+00
1.974663945850735658e+01,-1.815060051623953008e+00
-4.122279300954428294e+00,4.628604764136088789e+00
1.578705911509116078e+01,9.930164071517062041e+00
9.460498870856492104e+00,-5.079939843747610873e+00
1.562892873729604171e+00,5.233464621299845021e+00
2.528160399054582563e-02,-1.901560442065507450e+00
2.149622700831205790e+01,-1.952822701012493667e+00
7.780787065647986722e+00,2.256880474028886696e-01
6.453082314673635800e+00,-8.783468177318290770e+00
1.552898512541267628e+01,6.223817858660789071e+00
4.812133086383996172e+00,-1.138501104624048565e+01
9.736587416819199703e+00,-1.625411540348522266e+01
1.698224776214215126e+01,-2.096546432887191447e+00
1.632510890981803797e+01,-1.714074394583518401e+00
